Sample	Bin	Taxonomic description	Relative abundance (%)	# contigs	Total length (bp)	Largest contig (bp)	N50	L50	GC%	Coverage	# ORFs	# SSUs	Circular	Putative virus	# reads recruited	% reads assigned	Lowest-rank taxon to which ≥ 75% reads assigned	TaxID	Rate %	Taxon of any rank to which most reads assigned	TaxID	Rate %	CheckM-inferred UID and lineage	Completeness	Contamination	Heterogeneity	5S rRNA	16S rRNA	23S rRNA	# of 20 tRNAs
6165	15	putative virus ph5	0.24	1	153,196	 153,196 	153,196	1	41.44	156.97	190	0	yes	yes	 161,695 	0.8	Bacteroidales	171549	83.4	Bacteroides sp. 2_1_33B	469589	70.12	1: root	0	0	0	no	no	no	3
6165	16	putative virus ph2 (crish B)	0.2	2	89,973	 57,508 	57,508	1	31.22	231.74	145	0	no	yes	 140,077 	0.055	Bacteria	2	100	Enterobacter sp. E20	1560339	26.92	1: root	0	0	0	no	no	no	0
6165	17	putative virus ph1 (crish A)	0.17	2	85,365	 44,454 	44,454	1	36.81	196.84	110	0	no	yes	 113,072 	0.055	Bacteria	2	100	Enterobacter sp. E20	1560339	23.81	1: root	0	0	0	no	no	no	0
6165	18	Adlercreutzia equolifaciens	0.08	565	1,030,995	 6,564 	1,860	186	63.36	7.81	1114	0	no	no	 56,425 	80.03	Adlercreutzia equolifaciens	446660	96.8	Adlercreutzia equolifaciens DSM 19450	1384484	96.8	2112: p__Actinobacteria	43.53	1.36	0	no	no	no	1
6165	19	putative virus ph1 (crish A)	0.08	1	87,562	 87,562 	87,562	1	35.73	87.85	114	0	no	yes	 51,698 	0.098	Bacteria	2	100	Escherichia coli M17	1392862	13.73	1: root	0	0	0	no	no	no	0
6165	20	putative virus ph19	0.07	1	221,902	 221,902 	221,902	1	45.4	33.78	237	0	yes	yes	 50,497 	0.374	Erwinia phage phiEaH2	1029988	87.83	Erwinia phage phiEaH2	1029988	87.83	1: root	0	0	0	no	no	no	0
6165	21	putative virus ph3 (crish E)	0.07	1	99,953	 99,953 	99,953	1	33.28	69.38	108	0	yes	yes	 46,490 	0.012	Bacteria	2	100	Gemmata obscuriglobus UQM 2246	214688	33.33	1: root	0	0	0	no	no	no	4
6165	22	unidentified organism dm3 (TM7x-like)	0.06	466	777,869	 9,451 	1,694	157	43.67	7.91	765	1	no	no	 42,916 	15.9	Candidatus Saccharibacteria oral taxon TM7x	95818	87.22	candidate division TM7 single-cell isolate TM7c	447456	45.46	1452: k__Bacteria	45.35	11.32	13.64	no	no	yes	9
6165	23	putative virus ph2 (crish B)	0.04	1	101,513	 101,513 	101,513	1	32.8	43.82	176	0	yes	yes	 29,760 	0.04	Bacteria	2	100	Enterobacter sp. E20	1560339	33.33	1: root	0	0	0	no	no	no	0
6168	1	putative virus ph2 (crish B)	12.87	1	98,720	 98,720 	98,720	1	32.79	2744.11	173	0	yes	yes	 1,862,279 	0.025	Bacteria	2	100	Enterobacter sp. E20	1560339	29.92	1: root	0	0	0	no	no	no	0
6168	2	putative virus ph20	11.49	1	192,051	 192,051 	192,051	1	34.98	1260.11	321	0	yes	yes	 1,665,056 	0.024	Bacteria	2	100	Enterobacter sp. E20	1560339	17.63	1: root	0	0	0	no	no	no	18
6168	3	Escherichia coli (a)	11.29	653	5,871,494	 74,591 	17,081	101	50.48	40.48	5769	5	no	no	 1,649,607 	99.94	Escherichia coli	562	95.45	Escherichia coli	562	18.18	5124: f__Enterobacteriaceae	98.78	8.38	94.94	yes	no	no	16
6168	4	putative virus ph4	5.92	1	42,954	 42,954 	42,954	1	45.47	2903.61	55	0	yes	yes	 863,162 	0.024	Bacteria	2	99.53	Enterobacter sp. E20	1560339	22.9	1: root	0	0	0	no	no	no	0
6168	5	putative virus ph10	4.2	1	179,473	 179,473 	179,473	1	36.41	493.02	196	0	no	yes	 614,351 	0.104	Bacteria	2	100	Bacteroides vulgatus dnLKV7	1235786	47.67	1: root	0	0	0	no	no	no	14
6168	6	putative virus ph11 (crish F)	3.84	36	116,088	 13,276 	5,066	6	31.84	696.47	102	0	no	yes	 560,708 	0.02	Bacteria	2	100	Enterobacter sp. E20	1560339	21.37	1: root	0	0	0	no	no	no	3
6168	7	Eubacterium sp. CAG:202	2.48	24	2,155,440	 454,471 	137,253	5	38.62	24.21	2029	2	no	no	 364,998 	81.35	Eubacterium sp. CAG:202	1262884	91.07	Eubacterium sp. CAG:202	1262884	91.07	1212: o__Clostridiales	91.95	0.34	0	yes	no	no	17
6168	8	putative virus	2.22	1	77,066	 77,066 	77,066	1	45.99	605.81	92	0	no	yes	 325,011 	0.144	Bacteroides fragilis	817	83.37	Bacteroides fragilis	817	25.16	1: root	0	0	0	no	no	no	0
6168	9	Firmicutes bacterium CAG:24	1.63	53	2,605,514	 242,989 	68,518	13	48.8	13.21	2286	4	no	no	 240,236 	92.15	Firmicutes bacterium CAG:24	1263012	93.05	Firmicutes bacterium CAG:24	1263012	93.05	1255: f__Lachnospiraceae	94.06	0.19	0	no	yes	no	13
6168	10	putative virus ph6 (crish C)	1.41	1	95,112	 95,112 	95,112	1	33.13	311.92	93	0	yes	yes	 204,046 	0.024	Bacteria	2	100	Enterobacter sp. E20	1560339	28.57	1: root	0	0	0	no	no	no	0
6168	11	unidentified organism dm1 (Clostridiales-like)	1.38	149	2,665,129	 149,771 	29,328	27	56.12	10.91	2358	2	no	no	 202,854 	8.996	Clostridiales	186802	96.36	Subdoligranulum variabile DSM 15176	411471	20.09	1212: o__Clostridiales	98.41	1.13	33.33	no	no	no	16
6168	12	Akkermansia muciniphila	1.29	150	2,628,396	 115,338 	34,959	25	55.65	10.31	2274	1	no	no	 187,965 	94.06	Akkermansia muciniphila	239935	84.25	Akkermansia muciniphila ATCC BAA-835	349741	44.36	2982: k__Bacteria	96.37	0.72	0	no	yes	no	13
6168	13	Eubacterium sp. CAG:180	1.22	47	2,143,767	 252,854 	80,479	7	44.1	11.99	2019	2	no	no	 179,199 	80.9	Eubacterium sp. CAG:180	1262882	96.25	Eubacterium sp. CAG:180	1262882	96.25	1212: o__Clostridiales	97.99	0.67	0	yes	yes	yes	19
6168	14	Eubacterium sp.	1.19	72	2,258,227	 112,247 	46,278	16	42.25	11.07	2065	5	no	no	 174,319 	91.62	Eubacterium	1730	96.19	Eubacterium rectale CAG:36	1263079	48.67	1286: f__Lachnospiraceae	98.23	1.57	0	no	no	no	18
6168	15	Coprococcus sp. CAG:131	0.79	491	2,398,166	 49,436 	6,334	113	44.82	6.98	2142	1	no	no	 119,210 	96.5	Coprococcus sp. CAG:131	1262862	87.95	Coprococcus sp. CAG:131	1262862	87.95	1212: o__Clostridiales	86.31	1.68	0	no	no	yes	7
6168	16	Escherichia coli (b)	0.78	314	982,899	 96,800 	6,541	29	49.55	16.77	1074	0	no	no	 114,770 	99.95	Escherichia coli	562	98.26	Escherichia coli	562	16.68	203: k__Bacteria	8.62	0	0	no	no	no	5
6168	17	unidentified organism dm2	0.72	140	1,838,457	 43,685 	18,498	35	47.74	8.27	1735	2	no	no	 105,531 	2.681	Clostridiales	186802	90.74	Blautia obeum ATCC 29174	411459	19.01	203: k__Bacteria	79.31	0	0	no	no	no	18
6168	18	Lachnospiraceae bacterium	0.31	665	1,353,406	 7,504 	2,226	203	42.23	4.89	1219	0	no	no	 47,258 	99.1	Lachnospiraceae	186803	99.45	Lachnospiraceae bacterium 1_1_57FAA	658081	27.94	1256: f__Lachnospiraceae	60.79	2	0	no	no	no	2
6168	19	unidentified organism	0.04	178	247,220	 2,891 	1,369	71	57.75	3.38	282	1	no	no	 6,149 	2.358	Clostridiales	186802	85.52	Faecalibacterium cf. prausnitzii KLE1255	748224	24.83	1: root	4.17	0	0	no	no	no	0
6168	20	Escherichia coli plasmid	0.02	1	19,848	 19,848 	19,848	1	57.53	25.96	22	0	no	no	 3,592 	99.94	Escherichia coli	562	79.58	Escherichia coli	562	23.23	1: root	0	0	0	no	no	no	0
50070	1	Collinsella sp.	7.95	41	2,203,981	 198,832 	80,544	9	60.22	163.91	1885	2	no	no	 2,519,539 	86.43	Collinsella	102106	99.09	Collinsella aerofaciens ATCC 25986	411903	35.21	2112: p__Actinobacteria	100	0.81	0	yes	yes	no	18
50070	2	Escherichia coli	5.39	783	6,061,123	 62,053 	15,926	109	50.83	40.4	5940	6	no	no	 1,705,240 	99.89	Escherichia coli	562	96.03	Escherichia coli	562	19.91	5124: f__Enterobacteriaceae	99.67	7.92	95.18	yes	no	no	16
50070	3	Lachnospiraceae bacterium	3.54	38	3,084,361	 583,664 	172,245	5	45.53	52.11	2766	6	no	no	 1,136,496 	91.68	Lachnospiraceae	186803	97.83	Roseburia sp. CAG:471	1262948	69.48	1226: o__Clostridiales	96.84	1.9	0	no	no	no	14
50070	4	putative virus ph5	2.9	1	153,774	 153,774 	153,774	1	41.43	856.98	196	0	yes	yes	 911,289 	0.067	Bacteria	2	100	Parabacteroides distasonis str. 3776 Po2 i	1339341	24.8	1: root	0	0	0	no	no	no	1
50070	5	Bifidobacterium sp.	2.79	16	1,980,309	 474,047 	189,174	3	56.16	64.08	1666	2	no	no	 879,440 	96.82	Bifidobacterium	1678	99.92	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	566552	64.44	1458: f__Bifidobacteriaceae	100	0	0	no	no	yes	20
50070	6	unidentified organism (Turicibacter-like)	2.18	73	2,692,904	 240,856 	56,734	15	34.27	36.76	2546	6	no	no	 686,198 	6.964	Turicibacter	191303	96.59	Turicibacter sanguinis PC909	702450	48.74	285: c__Bacilli	91.6	2.95	16.67	yes	no	no	17
50070	7	Clostridiales bacterium	1.9	54	2,749,138	 172,289 	65,799	13	44.93	31.36	2410	4	no	no	 601,698 	96.57	Clostridiales	186802	99.77	Blautia sp. KLE 1732	1226324	49.55	1226: o__Clostridiales	93.46	0	0	no	no	no	15
50070	8	Bifidobacterium longum	1.47	54	2,487,380	 262,552 	98,533	8	59.81	26.89	2190	1	no	no	 465,119 	96.63	Bifidobacterium longum	216816	91.21	Bifidobacterium longum subsp. longum 2-2B	1161745	5.95	1462: f__Bifidobacteriaceae	98.92	0.46	0	no	no	no	20
50070	9	bacterium LF-3	1.17	324	2,822,477	 68,653 	12,927	62	29.41	18.79	2978	5	no	no	 369,613 	83.97	bacterium LF-3	1504823	98.45	bacterium LF-3	1504823	98.45	2372: k__Bacteria	97.8	2.02	0	no	no	no	18
50070	10	Firmicutes bacterium CAG:41	0.74	501	2,565,199	 78,296 	7,233	86	38.37	13.03	2238	2	no	no	 232,926 	81.49	Firmicutes bacterium CAG:41	1263021	99.33	Firmicutes bacterium CAG:41	1263021	99.33	1212: o__Clostridiales	92.79	3.36	12.5	yes	no	no	13
50070	11	Rothia mucilaginosa	0.48	630	1,868,500	 22,814 	3,760	133	59.4	11.62	1703	2	no	no	 155,358 	94.39	Rothia mucilaginosa	43675	98.63	Rothia mucilaginosa ATCC 25296	553201	36.06	1530: o__Actinomycetales	71.06	3.94	25	yes	no	yes	3
50070	12	unidentified organism dm3 (TM7-like)	0.19	3	755,370	 17,118 	5,601	44	48.03	11.23	757	0	no	no	 59,620 	7.304	Candidatus Saccharibacteria oral taxon TM7z	95818	92.03	Candidatus Saccharibacteria oral taxon TM7z	1476577	57.47	1452: k__Bacteria	50.09	4.81	16.67	no	no	no	11
50070	13	Escherichia coli island	0.13	77	313,024	 31,733 	7,523	11	41.06	18.75	325	0	no	no	 41,107 	99.97	Escherichia coli	562	96.39	Escherichia coli	562	17.23	1: root	0	0	0	no	no	no	0
50070	14	unidentified organism dm3 (TM7x-like)	0.11	278	506,650	 10,145 	1,909	88	43.13	9.7	540	4	no	no	 35,478 	16.17	Candidatus Saccharibacteria oral taxon TM7x	95818	81.43	Candidatus Saccharibacteria oral taxon TM7x	1476577	67.58	1453: k__Bacteria	44.61	7.77	17.39	no	no	no	4
50070	15	putative virus ph1 (crish A)	0.08	1	83,185	 83,185 	83,185	1	34.55	44.2	104	0	yes	yes	 25,350 	12.94	Escherichia coli	562	99.88	Escherichia coli M17	1392862	99.88	1: root	0	0	0	no	no	no	0
50070	16	putative virus ph24	0.03	1	39,666	 39,666 	39,666	1	42.44	30.3	63	0	no	yes	 8,323 	1.922	Clostridiales	186802	93.75	Eubacterium hallii CAG:12	1263078	39.38	1: root	0	0	0	no	no	no	0
50076	1	Escherichia coli (a)	66.97	1318	5,120,627	 31,416 	5,151	285	50.63	2175.71	4849	7	no	no	 76,137,337 	99.95	Escherichia coli	562	96.75	Escherichia coli	562	18.58	5124: f__Enterobacteriaceae	97.85	17.79	92.31	yes	no	no	11
50076	2	Escherichia coli island 1	8.97	269	1,345,374	 58,497 	8,737	31	52.16	1109.36	1524	0	no	no	 10,222,252 	99.83	Escherichia coli	562	93.24	Escherichia coli	562	17.26	1: root	0	0	0	no	no	no	2
50076	3	Escherichia coli (c)	4.54	1132	2,914,036	 46,486 	3,011	209	49.73	259.31	2860	0	no	no	 5,236,113 	99.89	Escherichia coli	562	97.73	Escherichia coli	562	21.5	203: k__Bacteria	28.79	3.45	100	yes	no	no	4
50076	4	Escherichia coli (b)	4.28	356	863,301	 25,818 	2,536	71	49.91	825.25	885	0	no	no	 4,872,772 	99.89	Escherichia coli	562	96.82	Escherichia coli	562	19.33	203: k__Bacteria	8.62	3.45	100	no	no	no	4
50076	5	Escherichia coli island 2	0.78	22	144,850	 31,260 	10,749	4	38.09	895.12	133	0	no	no	 883,440 	99.95	Escherichia coli	562	97.17	Escherichia coli	562	9.97	1: root	0	0	0	no	no	no	0
50076	6	Felixounalikevirus	0.68	1	88,912	 88,912 	88,912	1	38.78	1270.04	130	0	yes	yes	 768,023 	87.47	Felix O1 like virus	1198140	99.48	Salmonella phage Felix O1	77775	56.95	1: root	0	0	0	no	no	no	18
50076	7	bacterium LF-3	0.31	99	2,624,061	 155,936 	40,199	21	29.26	19.41	2776	6	no	no	 348,257 	77.42	bacterium LF-3	1504823	96.21	bacterium LF-3	1504823	96.21	2372: k__Bacteria	96.23	0.13	0	no	no	no	19
50076	8	Escherichia coli island 3	0.26	5	48,124	 26,188 	26,188	1	35.1	887.1	66	0	no	no	 290,040 	99.97	Escherichia coli	562	98.76	Escherichia coli	562	19.1	1: root	0	0	0	no	no	no	0
50076	9	putative virus ph10	0.25	7	177,229	 67,360 	42,562	2	36.68	231.53	210	0	no	yes	 279,528 	0.5	Bacteroides sp. 3_1_23	457390	95.5	Bacteroides sp. 3_1_23	457390	95.5	1: root	0	0	0	no	no	no	18
50076	10	Eggerthella sp.	0.22	357	3,188,725	 70,000 	14,392	64	64.27	11.42	2865	1	no	no	 250,703 	96.34	Eggerthella	84111	99.47	Eggerthella lenta DSM 2243	479437	28.59	2112: p__Actinobacteria	94.56	0.67	50	yes	yes	yes	13
50076	11	unidentified organism	0.22	6	184,480	 41,821 	39,749	3	34.15	197.09	218	0	no	no	 247,124 	0.294	Bacteroides	816	94.36	Bacteroides sp. 2_2_4	469590	70.7	1: root	0	0	0	no	no	no	19
50076	12	Lactobacillus sp.	0.16	396	2,849,128	 91,481 	10,880	67	46.36	9.41	2743	1	no	no	 183,482 	99.96	Lactobacillus	1578	99.63	Lactobacillus casei BD-II	998820	7	436: g__Lactobacillus	95.17	1.32	25	yes	no	no	8
50076	13	putative virus ph19	0.09	1	222,824	 222,824 	222,824	1	45.44	66.3	237	0	yes	yes	 100,648 	0.491	unknown	0	0	Erwinia phage phiEaH2	1029988	70.71	1: root	0	0	0	no	no	no	0
50076	14	putative virus ph11 (crish F)	0.07	1	92,894	 92,894 	92,894	1	31.79	132.44	86	0	yes	yes	 83,450 	0.017	Bacteria	2	100	Enterobacter sp. E20	1560339	40	1: root	0	0	0	no	no	no	2
50076	15	Lachnospiraceae bacterium	0.07	604	1,674,357	 14,085 	3,220	158	42.62	6.64	1400	0	no	no	 76,850 	99.36	Lachnospiraceae	186803	99.19	Lachnospiraceae bacterium 3_1_46FAA	665950	25.5	1256: f__Lachnospiraceae	67.9	1.81	42.86	no	no	no	1
50076	16	unidentified organism dm3 (TM7x-like)	0.05	463	889,082	 6,831 	2,044	145	43.43	9.42	889	0	no	no	 58,640 	14.07	Candidatus Saccharibacteria oral taxon TM7x	1476577	82.53	Candidatus Saccharibacteria oral taxon TM7x	1476577	82.53	203: k__Bacteria	73.64	17.33	83.33	yes	no	yes	10
50076	17	putative virus ph3 (crish E)	0.02	1	93,907	 93,907 	93,907	1	35.03	30.42	99	0	yes	yes	 19,408 	0.036	Proteobacteria	1224	85.71	Sphingomonas sp. 35-24ZXX	1545915	28.57	1: root	0	0	0	no	no	no	3
50076	18	putative virus ph6 (crish C)	0.01	1	94,250	 94,250 	94,250	1	33.4	22.77	91	0	yes	yes	 14,574 	0	unknown	0	0	unknown	0	0	1: root	0	0	0	no	no	no	0
50076	19	Atopobium sp.	0.01	196	274,943	 3,950 	1,311	76	49.37	4.99	282	0	no	no	 9,809 	99.11	Atopobium	1380	99.41	Atopobium sp. ICM42b	1190620	33.79	2112: p__Actinobacteria	24.23	0.08	0	no	no	no	0
50076	20	Firmicutes bacterium CAG:41	0	114	153,864	 5,197 	1,257	46	39.86	3.89	134	0	no	no	 4,286 	84.85	Firmicutes bacterium CAG:41	1263021	95.88	Firmicutes bacterium CAG:41	1263021	95.88	203: k__Bacteria	3.92	0	0	no	no	no	1
50076	21	unidentified organism	0	35	76,312	 4,820 	2,355	12	53.32	6.38	73	0	no	no	 3,386 	0.59	Gemella sanguinis	84135	95	Gemella sanguinis M325	562983	50	1: root	0	0	0	no	no	no	0
50076	22	putative virus ph14	0	4	16,194	 8,126 	8,126	1	52.69	6.11	24	0	no	yes	 678 	0	unknown	0	0	unknown	0	0	1: root	0	0	0	no	no	no	0
50395	1	Escherichia coli	15	145	5,237,030	 297,556 	112,171	16	50.67	136.72	5050	6	no	no	 5,051,470 	99.85	Escherichia coli	562	95.6	Escherichia coli	562	18.47	5124: f__Enterobacteriaceae	99.97	0.16	75	yes	no	no	17
50395	2	Akkermansia sp. CAG:344	10.29	22	3,042,609	 393,639 	199,585	5	58.18	161.35	2528	1	no	no	 3,500,787 	91.81	Akkermansia sp. CAG:344	1262691	97.26	Akkermansia sp. CAG:344	1262691	97.26	2982: k__Bacteria	97.96	0	0	yes	yes	yes	20
50395	3	Ruminococcus sp. CAG:108	3.41	15	2,203,238	 640,186 	625,776	2	40.94	73.92	2052	1	no	no	 1,144,505 	84.31	Ruminococcus sp. CAG:108	1262950	94.42	Ruminococcus sp. CAG:108	1262950	94.42	1212: o__Clostridiales	99.33	0.67	0	yes	no	yes	19
50395	4	Methanobrevibacter smithii	3.1	30	1,923,710	 184,453 	89,876	8	30.36	77.03	1841	2	no	no	 1,041,188 	99.13	Methanobrevibacter smithii	2173	99.52	Methanobrevibacter smithii TS94C	911128	10.39	3: p__Euryarchaeota	100	0	0	no	yes	no	15
50395	5	Clostridiales bacterium	2.37	169	2,507,438	 80,610 	20,640	31	45.63	45.06	2238	2	no	no	 794,655 	96.03	Clostridiales	186802	99.97	Blautia sp. KLE 1732	1226324	52.89	1226: o__Clostridiales	86.71	1.42	20	no	no	no	16
50395	6	Dorea sp.	2.25	26	1,792,417	 168,044 	112,788	7	42.22	59.79	1634	0	no	no	 752,179 	94.34	Dorea	189330	96.12	Dorea longicatena DSM 13814	411462	45.55	1256: f__Lachnospiraceae	80.12	0.39	50	no	no	no	13
50395	7	Collinsella sp.	2.11	54	2,227,771	 191,626 	91,013	9	59.74	45.18	1961	3	no	no	 711,029 	76.81	Collinsella	102106	99.28	Collinsella aerofaciens ATCC 25986	411903	34.29	2112: p__Actinobacteria	100	0.81	0	yes	yes	yes	17
50395	8	Blautia sp. CAG:37	1.9	57	2,950,116	 259,093 	72,620	11	48.33	30.76	2693	3	no	no	 642,837 	83.14	Blautia sp. CAG:37	1262757	92.94	Blautia sp. CAG:37	1262757	92.94	1226: o__Clostridiales	98.95	0.63	0	yes	no	no	16
50395	9	putative virus	1.88	1	134,215	 134,215 	134,215	1	30.56	669.34	157	0	yes	yes	 637,723 	0.021	Bacteria	2	98.57	Enterobacter sp. E20	1560339	24.29	1: root	0	0	0	no	no	no	16
50395	10	crAssphage	0.9	1	94,273	 94,273 	94,273	1	29.24	457.44	84	0	yes	yes	 302,733 	92.13	uncultured phage crAssphage	1211417	99.49	uncultured phage crAssphage	1211417	99.49	1: root	0	0	0	no	no	no	0
50395	11	Lachnospiraceae bacterium	0.86	390	2,293,977	 61,020 	8,949	73	37.5	17.79	2162	1	no	no	 288,313 	94.61	Lachnospiraceae	186803	77.14	Clostridium sp. SS2/1	411484	21.92	1212: o__Clostridiales	90.59	2.57	20	no	no	no	13
50395	12	bacterium LF-3	0.81	484	2,415,300	 31,730 	7,385	98	29.46	16.09	2490	3	no	no	 273,114 	92.31	bacterium LF-3	1504823	98.23	bacterium LF-3	1504823	98.23	2372: k__Bacteria	93.87	0.94	0	no	yes	yes	14
50395	13	Firmicutes bacterium CAG:41	0.76	551	2,435,205	 32,403 	6,281	113	38.5	14.82	2162	1	no	no	 255,820 	80.4	Firmicutes bacterium CAG:41	1263021	98.1	Firmicutes bacterium CAG:41	1263021	98.1	1212: o__Clostridiales	91.24	2.35	0	yes	no	no	13
50395	14	putative virus ph23	0.74	1	58,198	 58,198 	58,198	1	32.17	605.64	92	0	yes	yes	 246,322 	0.405	Firmicutes bacterium CAG:882	1262991	94.89	Firmicutes bacterium CAG:882	1262991	94.89	1: root	0	0	0	no	no	no	0
50395	15	Eggerthella sp. CAG:298	0.69	86	1,638,900	 233,008 	33,771	14	54.27	20.05	1456	1	no	no	 230,952 	84.94	Eggerthella sp. CAG:298	1262876	99.65	Eggerthella sp. CAG:298	1262876	99.65	2112: p__Actinobacteria	98.39	1.12	0	no	yes	yes	16
50395	16	Eubacterium sp.	0.61	450	1,987,702	 27,018 	6,277	98	42.77	14.57	1838	0	no	no	 207,694 	94.43	Eubacterium	1730	92.05	Eubacterium rectale CAG:36	1263079	46.48	1286: f__Lachnospiraceae	86.36	1.28	12.5	no	no	no	8
50395	17	Collinsella intestinalis	0.53	237	1,613,648	 35,646 	9,588	48	62.36	15.59	1464	0	no	no	 177,005 	88.61	Collinsella intestinalis	147207	96.89	Collinsella intestinalis DSM 13280	521003	96.89	2112: p__Actinobacteria	87.62	0.81	100	no	no	no	13
50395	18	Ruminococcus sp.	0.38	765	1,701,586	 10,162 	2,481	219	43.38	10.78	1713	0	no	no	 133,224 	88.87	Ruminococcus	1263	98.35	Ruminococcus bicirculans	1160721	47.7	1212: o__Clostridiales	62.06	2.01	8.33	no	no	no	4
50395	19	putative virus ph1 (crish A)	0.23	1	52,608	 85,878 	52,608	1	33.68	207.26	55	0	yes	yes	 74,743 	89.52	Escherichia coli	562	99.9	Escherichia coli M17	1392862	99.9	1: root	0	0	0	no	no	no	0
50395	20	unidentified organism	0.21	153	683,011	 50,928 	7,390	21	39.65	14.86	656	0	no	no	 71,820 	0.091	Bacteria	2	100	Clostridium sp. CAG:352	1262798	39.39	1: root	4.17	0	0	no	no	no	17
50395	21	unidentified organism	0.13	423	701,040	 5,796 	1,688	147	53.92	8.78	820	0	no	no	 44,679 	0.841	Clostridiales	186802	75.8	Clostridium sp. CAG:226	1262781	31.12	1120: o__Clostridiales	40.77	2.17	25	no	no	no	4
50395	22	putative virus ph23	0.1	2	58,150	 40,205 	40,205	1	32.96	81.1	104	0	no	yes	 33,196 	0.195	Roseburia intestinalis	166486	92.31	Roseburia intestinalis L1-82	536231	92.31	1: root	0	0	0	no	no	no	0
50395	23	putative virus ph8 (crish I)	0.06	1	91,912	 91,912 	91,912	1	32.2	32.48	80	0	no	yes	 20,938 	0.004	Streptomyces griseorubens	66897	100	Streptomyces griseorubens	66897	100	1: root	0	0	0	no	no	no	0
50395	24	putative virus ph2 (crish B)	0.06	1	95,171	 95,171 	95,171	1	32.23	30.64	163	0	no	yes	 20,462 	0.063	Bacteria	2	100	Escherichia coli XH001	1069495	23.08	1: root	0	0	0	no	no	no	2
50395	25	unidentified organism dm3  (TM7x-like)	0.05	158	276,389	 4,584 	1,864	51	43.29	9	284	0	no	no	 17,903 	9.557	Candidatus Saccharibacteria oral taxon TM7x	1476577	86.97	Candidatus Saccharibacteria oral taxon TM7x	1476577	86.97	209: k__Bacteria	35.81	0	0	no	no	no	6
50395	26	unidentified organism	0.05	59	201,726	 13,511 	4,194	16	46.63	12.11	210	0	no	no	 17,369 	0.719	Bacteria	2	100	Bacteroides eggerthii 1_2_48FAA	665953	29.6	203: k__Bacteria	0.78	0	0	no	no	no	0
50395	27	putative virus ph6 (crish C)	0.05	1	95,431	 95,431 	95,431	1	33.15	25.25	93	0	no	yes	 16,980 	0.017	Gammaproteobacteria	1236	100	Klebsiella pneumoniae JT4	1451263	66.67	1: root	0	0	0	no	no	no	0
50395	28	Streptococcus sp.	0.03	130	169,022	 3,184 	1,228	54	42.18	8.18	159	0	no	no	 10,149 	99.73	Streptococcus	1301	98.48	Streptococcus salivarius	1304	13.26	203: k__Bacteria	11.83	0	0	no	no	no	0
50395	29	putative virus ph16	0.03	9	75,944	 28,981 	11,216	2	35.47	17.6	97	0	no	yes	 9,310 	0.3	Streptococcus salivarius	1304	78.57	Streptococcus salivarius SK126	596322	50	1: root	0	0	0	no	no	no	0
80129	1	unidentified organism	46.16	20	105,627	 27,887 	8,472	3	36.84	40223.75	159	0	no	no	 29,074,814 	0.022	Bacteria	2	99.8	Enterobacter sp. E20	1560339	24.97	1: root	0	0	0	no	no	no	1
80129	2	unidentified organism	7.58	20	90,396	 21,151 	7,575	3	36.94	7720.03	137	0	no	no	 4,810,115 	0.025	Bacteria	2	99.67	Enterobacter sp. E20	1560339	23.16	1: root	0	0	0	no	no	no	0
80129	3	Catenibacterium sp.	4.67	66	2,249,057	 126,292 	52,458	16	33.65	191.26	2251	3	no	no	 2,944,565 	86.69	Catenibacterium	135858	96.98	Catenibacterium sp. CAG:290	1262767	67.32	2372: k__Bacteria	97.17	0.47	100	no	no	no	18
80129	4	Lactobacillus ruminis	4.38	13	2,126,489	 396,914 	249,939	4	43.83	189.75	1994	5	no	no	 2,762,034 	92.71	Lactobacillus ruminis	1623	78.29	Lactobacillus ruminis ATCC 25644	525362	29.43	374: o__Lactobacillales	98.95	0	0	yes	no	no	19
80129	5	putative virus (crish)	1.95	1	105,510	 105,510 	105,510	1	26.18	1698.95	123	0	yes	yes	 1,227,841 	0.021	Bacteria	2	99.25	Enterobacter sp. E20	1560339	24.06	1: root	0	0	0	no	no	no	6
80129	6	Escherichia coli (a)	1.67	570	5,038,821	 87,466 	14,085	107	50.97	30.43	4801	5	no	no	 1,049,554 	99.95	Escherichia coli	562	96.06	Escherichia coli	562	23.33	5124: f__Enterobacteriaceae	99.04	6.57	92.42	yes	no	no	16
80129	7	putative virus (crish)	0.39	1	98,322	 98,322 	98,322	1	30.79	365.79	97	0	yes	yes	 245,849 	0.023	Bacteria	2	98.28	Enterobacter sp. E20	1560339	24.14	1: root	0	0	0	no	no	no	0
80129	8	Dialister succinatiphilus	0.38	215	2,074,263	 133,467 	24,917	16	51.2	16.73	1873	5	no	no	 238,862 	79.15	Dialister succinatiphilus	487173	98.06	Dialister succinatiphilus YIT 11850	742743	98.06	1022: p__Firmicutes	80.3	0.63	100	yes	no	yes	17
80129	9	unidentified organism dm7 (Bacteria-like)	0.34	307	2,170,909	 52,602 	11,343	61	65.67	14.49	1981	0	no	no	 215,658 	10.23	Bacteria	2	100	bacterium OL-1	1504822	25.66	2112: p__Actinobacteria	99.19	6.32	88.89	no	no	no	14
